match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
3754221,2015-08-30,17:00:00.000,2,1,available,scheduled,2020-09-09T12:35:13.376459,2021-06-13T16:17:31.694,4,2,England,Premier League,England - Premier League,27,2015/2016,26,Swansea City,male,,249,Wales,39,Manchester United,male,,68,England,1,Regular Season,45,Swansea.com Stadium,249,Wales,4,Martin Atkinson,68,England,Garry Monk,Louis van Gaal,270,Garry Monk,,1979-03-06,68,England,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754223,2015-10-31,16:00:00.000,0,0,available,scheduled,2022-12-01T13:17:21.322151,2021-06-13T16:17:31.694,11,2,England,Premier League,England - Premier League,27,2015/2016,31,Crystal Palace,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,37,Selhurst Park,68,England,14,Mike Jones,68,England,Alan Pardew,Louis van Gaal,382,Alan Pardew,,1961-07-18,68,England,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754254,2015-08-22,13:45:00.000,0,0,available,scheduled,2022-07-08T21:40:26.368774,2021-06-13T16:17:31.694,3,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,37,Newcastle United,male,,68,England,1,Regular Season,2,Old Trafford,68,England,2,Craig Pawson,68,England,Louis van Gaal,Steve McClaren,788,Louis van Gaal,,1951-08-08,160,Netherlands,40,Steve McClaren,,1961-05-03,68,England,1.1.0,2,2
3754256,2015-10-17,16:00:00.000,0,3,available,scheduled,2022-12-01T13:07:26.074985,2021-06-13T16:17:31.694,9,2,England,Premier League,England - Premier League,27,2015/2016,29,Everton,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,12,Goodison Park,68,England,3,Jonathan Moss,68,England,Roberto Martínez Montoliú,Louis van Gaal,263,Roberto Martínez Montoliú,Roberto Martínez,1973-07-13,214,Spain,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754297,2015-11-07,16:00:00.000,2,0,available,scheduled,2020-09-18T13:16:12.825671,2021-06-13T16:17:31.694,12,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,27,West Bromwich Albion,male,,68,England,1,Regular Season,2,Old Trafford,68,England,6,Mike Dean,68,England,Louis van Gaal,Tony Pulis,788,Louis van Gaal,,1951-08-08,160,Netherlands,300,Tony Pulis,,1958-01-16,249,Wales,1.1.0,2,2
3754044,2015-12-19,16:00:00.000,1,2,available,scheduled,2020-10-14T00:06:51.149330,2021-06-13T16:17:31.694,17,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,56,Norwich City,male,,68,England,1,Regular Season,2,Old Trafford,68,England,1,Michael Oliver,68,England,Louis van Gaal,Alex Neil,788,Louis van Gaal,,1951-08-08,160,Netherlands,41,Alex Neil,,1981-06-09,201,Scotland,1.1.0,2,2
3754003,2015-09-12,18:30:00.000,3,1,available,scheduled,2020-11-18T19:11:14.486895,2021-06-13T16:17:31.694,5,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,24,Liverpool,male,,68,England,1,Regular Season,2,Old Trafford,68,England,1,Michael Oliver,68,England,Louis van Gaal,Brendan Rodgers,788,Louis van Gaal,,1951-08-08,160,Netherlands,6,Brendan Rodgers,,1973-01-26,169,Northern Ireland,1.1.0,2,2
3754019,2015-12-28,18:30:00.000,0,0,available,processing,2021-10-29T23:36:51.546904,2021-06-12T16:17:31.694,19,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,33,Chelsea,male,,68,England,1,Regular Season,2,Old Trafford,68,England,4,Martin Atkinson,68,England,Louis van Gaal,Guus Hiddink,788,Louis van Gaal,,1951-08-08,160,Netherlands,3608,Guus Hiddink,,1946-11-08,160,Netherlands,1.1.0,2,2
3754031,2016-02-13,13:45:00.000,2,1,available,processing,2022-12-01T14:01:31.142811,2021-06-12T16:17:31.694,26,2,England,Premier League,England - Premier League,27,2015/2016,41,Sunderland,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,210,Stadium of Light,68,England,5,Andre Marriner,68,England,Sam Allardyce,Louis van Gaal,561,Sam Allardyce,,1954-10-19,68,England,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754081,2016-03-06,17:00:00.000,1,0,available,processing,2021-07-02T17:22:56.574,2021-06-12T16:17:31.694,29,2,England,Premier League,England - Premier League,27,2015/2016,27,West Bromwich Albion,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,33,The Hawthorns,68,England,6,Mike Dean,68,England,Tony Pulis,Louis van Gaal,300,Tony Pulis,,1958-01-16,249,Wales,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754088,2016-01-12,20:45:00.000,3,3,available,processing,2021-10-30T00:06:51.530211,2021-06-12T16:17:31.694,21,2,England,Premier League,England - Premier League,27,2015/2016,37,Newcastle United,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,4674,St. James' Park,68,England,6,Mike Dean,68,England,Steve McClaren,Louis van Gaal,40,Steve McClaren,,1961-05-03,68,England,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754094,2016-02-02,21:00:00.000,3,0,available,processing,2021-07-05T22:51:25.988,2021-06-12T16:17:31.694,24,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,30,Stoke City,male,,68,England,1,Regular Season,2,Old Trafford,68,England,13,Roger East,68,England,Louis van Gaal,Mark Hughes,788,Louis van Gaal,,1951-08-08,160,Netherlands,55,Mark Hughes,,1963-11-01,249,Wales,1.1.0,2,2
3754124,2016-03-20,17:00:00.000,0,1,available,processing,2022-12-01T14:18:44.139036,2021-06-12T16:17:31.694,31,2,England,Premier League,England - Premier League,27,2015/2016,36,Manchester City,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,4715,Etihad Stadium,68,England,1,Michael Oliver,68,England,Manuel Luis Pellegrini Ripamonti,Louis van Gaal,733,Manuel Luis Pellegrini Ripamonti,Manuel Pellegrini,1953-09-16,45,Chile,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754134,2016-05-10,21:30:00.000,3,2,available,processing,2022-12-01T14:44:15.445809,2021-06-12T16:17:31.694,35,2,England,Premier League,England - Premier League,27,2015/2016,40,West Ham United,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,115324,Boleyn Ground,68,England,6,Mike Dean,68,England,Slaven Bilić,Louis van Gaal,150,Slaven Bilić,,1968-09-11,56,Croatia,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754159,2016-05-17,21:00:00.000,3,1,available,processing,2021-07-09T13:36:42.171,2021-06-12T16:17:31.694,38,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,28,AFC Bournemouth,male,,68,England,1,Regular Season,2,Old Trafford,68,England,3,Jonathan Moss,68,England,Louis van Gaal,Eddie Howe,788,Louis van Gaal,,1951-08-08,160,Netherlands,38,Eddie Howe,,1977-11-29,68,England,1.1.0,2,2
3754165,2016-05-01,15:05:00.000,1,1,available,processing,2022-12-01T14:35:51.285503,2021-06-12T16:17:31.694,36,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,22,Leicester City,male,,68,England,1,Regular Season,2,Old Trafford,68,England,1,Michael Oliver,68,England,Louis van Gaal,Claudio Ranieri,788,Louis van Gaal,,1951-08-08,160,Netherlands,60,Claudio Ranieri,,1951-10-20,112,Italy,1.1.0,2,2
3754200,2016-01-23,16:00:00.000,0,1,available,processing,2021-07-07T20:46:36.279,2021-06-12T16:17:31.694,23,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,25,Southampton,male,,68,England,1,Regular Season,2,Old Trafford,68,England,14,Mike Jones,68,England,Louis van Gaal,Ronald Koeman,788,Louis van Gaal,,1951-08-08,160,Netherlands,676,Ronald Koeman,,1963-03-21,160,Netherlands,1.1.0,2,2
3754209,2016-04-10,17:30:00.000,3,0,available,processing,2022-12-01T14:26:32.952942,2021-06-12T16:17:31.694,33,2,England,Premier League,England - Premier League,27,2015/2016,38,Tottenham Hotspur,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,99148,White Hart Lane,68,England,6,Mike Dean,68,England,Mauricio Roberto Pochettino Trossero,Louis van Gaal,81,Mauricio Roberto Pochettino Trossero,Mauricio Pochettino,1972-03-02,11,Argentina,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754210,2016-05-07,13:45:00.000,0,1,available,processing,2022-12-01T14:39:42.970717,2021-06-12T16:17:31.694,37,2,England,Premier League,England - Premier League,27,2015/2016,56,Norwich City,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,220,Carrow Road,68,England,2,Craig Pawson,68,England,Alex Neil,Louis van Gaal,41,Alex Neil,,1981-06-09,201,Scotland,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754232,2016-03-02,21:00:00.000,1,0,available,processing,2022-12-01T14:11:32.381247,2021-06-12T16:17:31.694,28,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,23,Watford,male,,68,England,1,Regular Season,2,Old Trafford,68,England,14,Mike Jones,68,England,Louis van Gaal,Enrique Sánchez Flores,788,Louis van Gaal,,1951-08-08,160,Netherlands,236,Enrique Sánchez Flores,Quique Sánchez Flores,1965-02-05,214,Spain,1.1.0,2,2
3754239,2016-02-28,15:05:00.000,3,2,available,processing,2021-07-16T16:57:27.853,2021-06-12T16:17:31.694,27,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,1,Arsenal,male,,68,England,1,Regular Season,2,Old Trafford,68,England,2,Craig Pawson,68,England,Louis van Gaal,Arsène Wenger,788,Louis van Gaal,,1951-08-08,160,Netherlands,577,Arsène Wenger,,1949-10-22,78,France,1.1.0,2,2
3754295,2016-04-16,16:00:00.000,1,0,available,processing,2021-07-06T18:02:56.981,2021-06-12T16:17:31.694,34,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,59,Aston Villa,male,,68,England,1,Regular Season,2,Old Trafford,68,England,12,Kevin Friend,68,England,Louis van Gaal,Eric Black,788,Louis van Gaal,,1951-08-08,160,Netherlands,5020,Eric Black,,1963-10-01,201,Scotland,1.1.0,2,2
3754281,2016-02-07,17:00:00.000,1,1,available,processing,2022-01-25T22:46:43.172673,2021-06-12T16:17:31.694,25,2,England,Premier League,England - Premier League,27,2015/2016,33,Chelsea,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,10,Stamford Bridge,68,England,1,Michael Oliver,68,England,Guus Hiddink,Louis van Gaal,3608,Guus Hiddink,,1946-11-08,160,Netherlands,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
3754299,2016-04-03,17:00:00.000,1,0,available,processing,2021-11-04T18:55:55.405707,2021-06-12T16:17:31.694,32,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,29,Everton,male,,68,England,1,Regular Season,2,Old Trafford,68,England,5,Andre Marriner,68,England,Louis van Gaal,Roberto Martínez Montoliú,788,Louis van Gaal,,1951-08-08,160,Netherlands,263,Roberto Martínez Montoliú,Roberto Martínez,1973-07-13,214,Spain,1.1.0,2,2
3754310,2016-04-20,21:00:00.000,2,0,available,processing,2021-07-06T18:07:40.704,2021-06-12T16:17:31.694,30,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,31,Crystal Palace,male,,68,England,1,Regular Season,2,Old Trafford,68,England,10,Lee Mason,68,England,Louis van Gaal,Alan Pardew,788,Louis van Gaal,,1951-08-08,160,Netherlands,382,Alan Pardew,,1961-07-18,68,England,1.1.0,2,2
3754319,2016-01-02,16:00:00.000,2,1,available,processing,2021-06-28T15:12:06.739,2021-06-12T16:17:31.694,20,2,England,Premier League,England - Premier League,27,2015/2016,39,Manchester United,male,,68,England,26,Swansea City,male,,249,Wales,1,Regular Season,2,Old Trafford,68,England,3,Jonathan Moss,68,England,Louis van Gaal,Alan Curtis,788,Louis van Gaal,,1951-08-08,160,Netherlands,4711,Alan Curtis,,1954-04-16,249,Wales,1.1.0,2,2
3754345,2016-01-17,15:05:00.000,0,1,available,processing,2021-08-07T22:01:57.891,2021-06-12T16:17:31.694,22,2,England,Premier League,England - Premier League,27,2015/2016,24,Liverpool,male,,68,England,39,Manchester United,male,,68,England,1,Regular Season,6,Anfield ,68,England,728,Mark Clattenburg,68,England,Jürgen Klopp,Louis van Gaal,94,Jürgen Klopp,,1967-06-16,85,Germany,788,Louis van Gaal,,1951-08-08,160,Netherlands,1.1.0,2,2
